damage_count,affected_kk,total_population,disaster_type,severity_level,emergency_duration_days,vulnerability_index,qty_beras_kg,qty_minyak_liter,qty_gula_kg,qty_indomie_pcs,qty_biskuit_pack,qty_sarden_pcs,qty_kornet_pcs,qty_susu_cair_pcs,qty_susu_bubuk_box,qty_matras_pcs,qty_kasur_lipat_pcs,qty_karpet_pcs,qty_kompor_set,qty_kipas_pcs
160,179,13589,Banjir,4,5,0.22,463.0,87.0,92.4,490,354,91,100,91,89,193,193,193,155,97
46,55,11917,Banjir,1,7,0.7,186.0,38.2,37.9,180,153,40,39,40,37,46,46,46,37,23
372,449,2806,Tanah Longsor,1,7,0.69,1496.8,313.9,313.2,1469,1235,297,300,307,314,377,377,377,302,75
495,534,4739,Banjir,3,5,0.33,1277.8,268.2,274.1,1329,1129,273,278,265,263,534,534,534,427,267
112,112,825,Tanah Longsor,5,5,0.73,293.3,59.3,55.3,248,240,51,55,54,56,130,130,130,104,26
407,500,10502,Gempa Bumi,5,10,0.75,2317.1,466.0,499.3,2490,1857,503,466,504,523,580,580,580,464,116
45,54,5605,Gempa Bumi,3,7,0.49,193.8,34.5,38.1,199,155,40,36,38,38,54,54,54,43,11
401,412,8116,Gempa Bumi,1,5,0.66,1089.8,194.6,204.4,971,884,206,217,205,200,346,346,346,277,69
247,290,4769,Tanah Longsor,4,3,0.3,459.5,81.7,85.6,449,354,85,86,85,92,313,313,313,251,63
104,105,14619,Gempa Bumi,1,10,0.37,546.4,111.0,104.1,453,454,99,100,105,106,88,88,88,71,18
85,86,4300,Tanah Longsor,5,1,0.44,42.8,9.1,8.4,45,33,9,9,9,8,100,100,100,80,20
450,509,5974,Gempa Bumi,4,3,0.27,743.9,138.9,144.9,785,540,155,144,152,149,550,550,550,440,110
485,497,8257,Angin Kencang,3,5,0.74,1249.4,241.4,242.6,1309,961,247,254,234,251,497,497,497,398,248
134,166,8166,Gempa Bumi,4,5,0.61,407.2,87.8,88.1,396,346,84,85,81,81,179,179,179,143,36
108,132,12377,Gempa Bumi,5,3,0.95,193.7,39.2,39.7,186,158,41,41,40,40,153,153,153,122,31
18,21,11028,Banjir,5,5,0.6,53.1,10.1,10.2,58,42,10,10,10,11,24,24,24,19,12
94,95,4722,Gempa Bumi,4,7,0.72,334.8,66.2,68.1,320,264,72,62,64,65,103,103,103,82,21
150,162,4306,Gempa Bumi,4,5,0.94,419.6,83.7,77.3,406,316,93,84,86,86,175,175,175,140,35
246,269,9285,Banjir,1,10,0.44,1322.3,256.6,262.0,1346,969,286,282,286,270,226,226,226,181,113
289,324,2227,Banjir,2,3,0.81,473.7,101.2,99.7,477,403,86,100,103,99,298,298,298,238,149
414,431,2147,Banjir,3,10,0.22,2034.7,394.5,413.2,2129,1679,428,407,416,415,431,431,431,345,216
209,239,2298,Banjir,2,5,0.59,585.4,123.2,120.4,569,509,111,123,128,114,220,220,220,176,110
126,140,1619,Angin Kencang,1,7,0.43,504.4,104.8,96.1,498,424,96,92,98,97,118,118,118,94,59
235,291,2620,Angin Kencang,4,7,0.22,1039.7,217.5,199.9,1004,827,199,207,192,205,314,314,314,251,157
416,513,12927,Banjir,5,7,0.25,1649.2,342.8,351.8,1780,1483,389,353,359,363,595,595,595,476,298
426,486,9370,Banjir,3,7,0.79,1763.7,332.2,345.2,1560,1366,339,320,346,340,486,486,486,389,243
499,579,5722,Banjir,5,3,0.66,850.6,181.9,171.7,898,708,175,186,176,176,672,672,672,537,336
462,478,10312,Banjir,5,3,0.44,691.9,134.3,146.5,730,565,142,146,143,141,554,554,554,444,277
122,129,10069,Banjir,3,3,0.48,200.1,36.7,39.9,204,164,39,37,38,37,129,129,129,103,64
138,169,3608,Tsunami,1,7,0.75,576.5,116.4,119.1,520,449,116,122,122,113,142,142,142,114,28
495,582,5934,Banjir,5,5,0.81,1491.1,305.0,283.3,1518,1132,288,277,302,288,675,675,675,540,338
115,120,5824,Banjir,3,3,0.25,190.7,35.5,35.4,174,140,37,37,37,38,120,120,120,96,60
420,480,1978,Banjir,1,7,0.91,1747.5,324.1,330.5,1648,1277,335,338,342,328,403,403,403,323,202
162,200,7324,Angin Kencang,3,7,0.68,659.1,134.8,144.9,756,579,136,146,141,142,200,200,200,160,100
201,218,8571,Gempa Bumi,2,10,0.84,1035.1,230.2,223.1,1249,910,224,225,228,206,201,201,201,160,40
234,245,9822,Gempa Bumi,4,5,0.55,611.4,126.2,121.7,578,493,112,122,122,123,265,265,265,212,53
28,35,14629,Gempa Bumi,2,1,0.58,17.7,3.7,3.5,17,15,3,4,4,4,32,32,32,26,6
11,12,2824,Tanah Longsor,2,7,0.66,43.0,8.7,8.6,43,34,9,9,8,9,11,11,11,9,2
206,227,14541,Gempa Bumi,1,14,0.22,1583.9,337.3,310.1,1566,1273,325,311,336,310,191,191,191,153,38
167,178,11670,Banjir,2,3,0.96,256.6,60.0,52.8,252,208,53,55,51,55,164,164,164,131,82
247,302,11352,Tanah Longsor,2,7,0.95,1056.7,203.3,214.2,1163,896,206,214,212,223,278,278,278,222,56
47,57,1643,Banjir,1,10,0.75,279.5,62.4,56.0,293,249,56,59,58,55,48,48,48,38,24
246,271,1519,Tsunami,3,1,0.62,131.8,27.8,28.1,134,105,27,25,25,26,271,271,271,217,54
127,128,11138,Angin Kencang,5,3,0.32,195.9,41.2,40.7,210,151,37,39,38,36,148,148,148,119,74
147,163,6793,Gempa Bumi,2,7,0.58,607.3,107.0,114.8,543,466,117,123,115,122,150,150,150,120,30
118,123,13495,Tsunami,5,7,0.96,454.8,85.1,83.2,374,332,83,90,90,87,143,143,143,114,29
399,413,13692,Banjir,2,3,0.46,556.3,117.3,124.5,616,513,129,125,122,132,380,380,380,304,190
382,420,3764,Banjir,5,5,0.41,1064.6,206.0,207.7,1046,878,212,216,207,217,487,487,487,390,244
412,422,2002,Tanah Longsor,1,5,0.35,1107.3,221.3,209.0,1094,870,198,210,195,202,354,354,354,284,71
152,188,13106,Gempa Bumi,3,3,0.28,283.8,47.7,58.6,268,223,57,57,54,57,188,188,188,150,38
72,73,2871,Tanah Longsor,5,3,0.37,105.2,21.8,22.5,95,91,22,22,22,23,85,85,85,68,17
363,399,2385,Gempa Bumi,4,3,0.4,598.8,128.1,119.3,595,481,125,117,115,113,431,431,431,345,86
137,143,4299,Gempa Bumi,3,7,0.36,464.8,111.0,99.5,468,386,98,93,100,98,143,143,143,114,29
175,205,11354,Angin Kencang,4,5,0.68,519.2,99.5,104.8,473,413,98,95,102,97,221,221,221,177,111
289,295,8189,Tanah Longsor,2,5,0.87,773.0,146.0,139.8,774,624,148,151,151,150,271,271,271,217,54
446,507,6254,Banjir,1,14,0.67,3781.5,702.9,695.7,3942,2856,751,668,736,716,426,426,426,341,213
481,574,2742,Banjir,2,3,0.92,913.3,175.6,174.0,881,724,175,170,180,171,528,528,528,422,264
19,24,8391,Tanah Longsor,2,3,0.41,35.2,7.2,7.0,35,27,7,7,8,7,22,22,22,18,4
195,229,12851,Gempa Bumi,3,5,0.9,585.0,100.2,114.6,634,419,117,112,112,120,229,229,229,183,46
330,338,4869,Banjir,4,3,0.29,496.4,94.4,104.8,517,394,101,106,99,100,365,365,365,292,183
424,433,7396,Gempa Bumi,3,10,0.59,2185.2,442.1,445.7,2054,1698,405,397,433,417,433,433,433,346,87
175,207,11670,Banjir,1,5,0.73,535.1,96.6,103.8,492,443,98,97,104,98,174,174,174,139,87
490,516,11379,Banjir,1,1,0.87,264.6,48.5,52.2,248,191,51,47,53,47,433,433,433,347,217
449,499,9927,Banjir,4,7,0.91,1769.6,372.3,346.1,1646,1425,383,373,327,340,539,539,539,431,269
413,514,12264,Tanah Longsor,2,7,0.2,1688.7,380.6,357.3,1825,1352,356,362,342,356,473,473,473,378,95
434,523,10865,Tanah Longsor,3,3,0.43,792.4,166.6,155.7,767,651,156,149,142,156,523,523,523,418,105
354,429,7762,Banjir,4,5,0.79,1046.8,210.9,217.6,1108,827,197,216,201,216,463,463,463,371,232
499,606,8091,Tsunami,5,14,0.46,4469.7,901.3,898.7,4208,3480,832,823,806,815,703,703,703,562,141
141,163,7842,Tsunami,2,3,0.87,251.1,46.0,48.9,262,198,45,51,49,49,150,150,150,120,30
246,292,13757,Tsunami,3,3,0.48,454.0,85.9,92.8,436,364,85,82,89,86,292,292,292,234,58
385,420,9786,Banjir,2,10,0.46,2055.7,430.1,400.8,2214,1776,424,416,440,427,386,386,386,309,193
418,522,10582,Angin Kencang,2,14,0.39,3618.2,742.6,720.3,3383,2735,701,749,752,735,480,480,480,384,240
93,100,6986,Banjir,1,3,0.92,146.0,29.5,30.5,156,123,31,30,31,31,84,84,84,67,42
432,496,10391,Banjir,1,5,0.21,1308.1,241.7,248.6,1200,981,261,235,227,244,417,417,417,333,208
239,256,5347,Gempa Bumi,2,5,0.98,636.3,125.3,129.4,647,506,137,130,125,130,236,236,236,188,47
205,211,3387,Banjir,4,5,0.41,525.3,104.6,98.6,492,417,108,109,109,103,228,228,228,182,114
48,55,5756,Banjir,5,5,0.74,147.4,28.0,27.7,131,107,27,28,27,26,64,64,64,51,32
433,471,2135,Banjir,3,5,0.93,1219.2,244.7,246.5,1154,968,240,266,229,243,471,471,471,377,236
245,281,11121,Gempa Bumi,4,1,0.74,139.0,28.9,27.8,140,113,27,28,29,29,303,303,303,243,61
320,365,12502,Gempa Bumi,4,3,0.65,576.3,112.3,112.2,554,425,109,101,119,115,394,394,394,315,79
317,360,14575,Gempa Bumi,3,3,0.64,525.7,102.7,112.1,520,437,106,99,111,108,360,360,360,288,72
413,426,9889,Gempa Bumi,3,7,0.68,1472.7,316.3,296.6,1572,1148,301,327,302,313,426,426,426,341,85
295,327,12521,Banjir,4,10,0.47,1671.7,324.7,333.3,1591,1376,328,351,313,333,353,353,353,283,177
128,154,6891,Gempa Bumi,1,5,0.81,392.0,79.9,78.8,427,290,75,83,73,77,129,129,129,103,26
344,371,2530,Banjir,5,3,0.62,554.3,120.3,111.9,496,459,123,103,114,114,430,430,430,344,215
282,313,8789,Tsunami,2,3,0.85,468.7,88.7,91.5,459,400,91,92,90,94,288,288,288,230,58
17,19,12729,Tsunami,2,3,0.22,28.8,5.2,5.6,28,22,6,6,6,5,17,17,17,14,3
71,86,12618,Gempa Bumi,4,7,0.52,305.7,57.9,59.7,304,240,58,57,59,57,93,93,93,74,19
269,313,10570,Gempa Bumi,1,3,0.72,466.3,102.2,94.0,547,376,92,97,97,91,263,263,263,210,53
325,333,3870,Gempa Bumi,3,3,0.51,493.5,93.0,97.8,501,381,99,104,100,102,333,333,333,266,67
282,343,12172,Tsunami,5,5,1.0,939.3,178.5,176.0,827,621,164,173,163,181,398,398,398,318,80
305,368,13321,Banjir,3,5,0.48,904.5,189.2,185.1,977,803,182,183,187,191,368,368,368,294,184
451,536,2435,Gempa Bumi,2,5,0.75,1380.3,266.5,277.4,1376,1066,253,272,278,266,493,493,493,394,99
7,8,8813,Gempa Bumi,2,10,0.92,42.4,7.5,7.6,38,33,8,8,8,9,7,7,7,6,1
314,373,11588,Banjir,4,7,0.72,1312.4,244.8,250.6,1351,1173,261,276,261,262,403,403,403,322,201
305,342,1865,Banjir,2,1,0.48,173.6,34.6,33.8,173,143,33,33,34,34,315,315,315,252,157
103,122,2362,Banjir,3,5,0.36,303.7,62.2,60.7,315,213,57,67,61,62,122,122,122,98,61
309,377,4758,Gempa Bumi,5,5,0.5,907.6,191.5,190.1,942,798,216,194,193,187,437,437,437,350,87
193,236,6153,Banjir,2,1,0.88,120.5,24.5,22.5,121,87,24,22,23,24,217,217,217,174,109
241,268,4395,Gempa Bumi,1,1,0.66,138.1,27.2,27.0,140,106,27,28,30,26,225,225,225,180,45
62,75,9891,Gempa Bumi,2,1,0.89,38.6,7.9,7.5,39,30,7,7,7,8,69,69,69,55,14
17,17,9109,Banjir,4,5,0.36,40.8,9.4,8.9,41,35,9,9,8,9,18,18,18,15,9
171,175,12243,Tanah Longsor,5,5,0.93,463.9,80.3,87.9,430,371,84,88,84,89,203,203,203,162,41
25,28,3301,Banjir,2,7,0.61,95.2,18.6,20.5,89,76,18,20,20,19,26,26,26,21,13
251,292,10410,Banjir,5,3,0.84,416.5,86.2,88.5,466,303,85,84,88,84,339,339,339,271,169
253,263,1183,Banjir,3,3,0.39,366.1,75.7,80.1,377,311,76,79,82,77,263,263,263,210,132
387,433,11047,Banjir,3,5,0.57,1060.3,229.7,221.7,1004,904,202,218,233,223,433,433,433,346,216
207,212,1115,Banjir,5,1,0.78,104.4,22.8,23.2,103,87,21,21,20,22,246,246,246,197,123
29,33,2011,Banjir,2,5,0.42,84.0,16.7,15.3,86,71,15,16,17,18,30,30,30,24,15
117,142,10682,Gempa Bumi,2,5,0.29,353.4,68.4,67.8,354,281,69,68,69,72,131,131,131,105,26
491,582,4374,Banjir,3,3,0.24,863.8,147.8,176.8,929,726,148,185,168,182,582,582,582,466,291
416,455,8582,Gempa Bumi,2,3,0.92,622.0,148.0,136.0,732,566,128,138,141,131,419,419,419,335,84
282,352,5141,Tanah Longsor,3,5,0.76,843.5,178.5,175.6,880,635,175,177,180,173,352,352,352,282,70
380,443,12129,Tsunami,2,1,0.68,224.0,47.8,44.3,217,174,44,43,43,42,408,408,408,326,82
144,173,4192,Tsunami,5,5,0.54,425.0,75.1,82.3,473,343,93,86,83,84,201,201,201,161,40
25,29,1024,Tanah Longsor,1,3,0.27,44.5,7.8,8.8,45,33,9,8,9,9,24,24,24,19,5
310,387,14234,Tanah Longsor,2,3,0.55,600.4,120.8,118.3,614,469,117,115,118,123,356,356,356,285,71
156,188,5123,Gempa Bumi,3,10,0.53,975.3,177.3,182.0,863,797,193,192,188,179,188,188,188,150,38
73,82,9947,Tanah Longsor,1,1,0.98,41.5,8.6,8.2,41,34,8,8,8,8,69,69,69,55,14
120,131,14014,Angin Kencang,3,3,0.23,192.8,41.3,39.4,180,159,42,38,38,41,131,131,131,105,66
312,365,4410,Tsunami,4,5,0.88,908.2,188.9,174.6,912,704,186,192,172,179,394,394,394,315,79
321,368,3553,Tanah Longsor,3,10,0.24,1752.1,369.8,354.7,1974,1497,374,377,373,357,368,368,368,294,74
93,108,7360,Angin Kencang,3,1,0.99,52.8,10.6,10.6,56,41,11,11,11,10,108,108,108,86,54
86,93,2727,Banjir,5,7,0.53,308.2,65.7,59.2,340,273,66,72,67,64,108,108,108,86,54
336,372,4062,Angin Kencang,4,10,0.41,1857.3,364.9,355.5,1700,1563,343,369,355,391,402,402,402,321,201
425,484,11399,Tanah Longsor,2,3,0.65,711.6,135.0,145.8,750,599,139,151,144,151,445,445,445,356,89
499,604,5845,Banjir,2,7,0.86,2132.6,399.2,407.2,2202,1601,460,437,423,453,556,556,556,445,278
364,433,14621,Banjir,2,3,0.46,664.5,142.0,128.6,671,505,115,123,133,134,398,398,398,319,199
435,448,2118,Banjir,5,3,0.3,693.8,128.3,130.0,689,550,134,132,145,134,520,520,520,416,260
118,125,7971,Banjir,4,10,0.68,607.3,122.1,123.5,688,468,124,116,131,124,135,135,135,108,68
233,235,13381,Gempa Bumi,3,3,0.83,348.6,68.5,70.8,383,295,75,67,72,75,235,235,235,188,47
199,199,2797,Tsunami,1,7,0.49,749.5,142.3,140.9,724,575,127,144,150,133,167,167,167,134,33
206,218,1408,Banjir,2,1,0.5,110.0,23.2,21.9,103,94,21,22,23,22,201,201,201,160,100
413,496,2060,Gempa Bumi,4,7,0.73,1837.2,339.8,352.0,1723,1358,359,324,333,334,536,536,536,429,107
339,416,4026,Banjir,5,7,0.93,1527.9,316.4,282.3,1514,1098,298,279,278,298,483,483,483,386,241
147,161,11338,Angin Kencang,2,5,0.26,407.5,80.2,84.9,408,319,83,90,76,77,148,148,148,118,74
450,513,9151,Angin Kencang,1,10,0.28,2449.5,512.6,508.0,2596,1968,486,537,497,491,431,431,431,345,215
425,500,11690,Banjir,5,7,0.38,1753.6,339.9,361.1,1712,1410,336,349,346,348,580,580,580,464,290
429,531,12427,Banjir,2,3,0.93,797.0,141.6,157.1,852,667,152,166,162,166,489,489,489,391,244
271,333,5886,Gempa Bumi,5,3,0.23,497.4,102.3,102.2,458,400,101,98,102,99,386,386,386,309,77
387,393,5294,Gempa Bumi,1,5,0.82,967.4,188.3,197.3,909,768,177,211,195,201,330,330,330,264,66
139,148,5673,Tanah Longsor,4,5,0.98,387.5,63.4,74.4,318,293,71,76,70,69,160,160,160,128,32
181,183,3380,Banjir,3,7,0.98,648.1,124.8,125.2,605,473,132,133,124,128,183,183,183,146,92
430,496,11154,Banjir,3,7,0.23,1656.6,394.3,349.5,1613,1391,329,347,350,377,496,496,496,397,248
30,35,14868,Tanah Longsor,4,7,0.58,121.8,24.5,23.7,136,101,24,24,24,23,38,38,38,30,8
57,61,6921,Tanah Longsor,4,3,0.47,94.2,20.5,19.0,104,77,21,17,17,18,66,66,66,53,13
232,282,8316,Banjir,3,3,0.62,409.1,82.5,82.0,435,333,84,86,84,83,282,282,282,226,141
146,163,8037,Banjir,3,3,0.54,252.8,44.4,49.6,233,191,48,52,50,47,163,163,163,130,82
435,544,10903,Banjir,1,5,0.77,1353.7,261.6,264.8,1359,1120,282,273,269,263,457,457,457,366,228
384,384,6781,Angin Kencang,1,5,0.36,942.5,182.5,195.6,906,792,192,208,184,189,323,323,323,258,161
48,49,10343,Gempa Bumi,1,5,0.92,123.8,23.7,23.9,109,89,25,25,26,25,41,41,41,33,8
194,209,12182,Banjir,2,1,0.94,95.0,19.5,20.8,105,79,21,22,21,21,192,192,192,154,96
224,225,3614,Banjir,2,7,0.91,780.5,170.1,147.8,810,647,160,156,170,148,207,207,207,166,104
136,163,8310,Angin Kencang,3,3,0.8,242.7,50.7,50.9,261,183,45,49,48,49,163,163,163,130,82
22,22,9780,Banjir,1,1,0.26,11.6,2.2,2.2,11,8,2,2,2,2,18,18,18,15,9
6,7,7704,Gempa Bumi,4,1,0.26,3.7,0.7,0.7,3,3,1,1,1,1,8,8,8,6,2
204,207,6041,Banjir,4,7,0.66,755.9,141.9,141.1,722,585,143,142,152,151,224,224,224,179,112
239,254,3943,Gempa Bumi,1,10,0.25,1269.4,258.5,259.4,1356,910,269,244,260,245,213,213,213,171,43
185,224,14551,Gempa Bumi,2,7,0.57,779.8,165.9,156.8,785,604,151,163,163,155,206,206,206,165,41
360,446,6152,Angin Kencang,2,3,0.7,650.2,122.5,134.0,629,541,122,140,133,141,410,410,410,328,205
292,322,1786,Banjir,5,7,0.75,1132.4,237.9,232.9,1065,907,216,221,220,235,374,374,374,299,187
335,416,8457,Tanah Longsor,3,5,0.93,961.8,208.4,208.0,1054,827,222,218,207,211,416,416,416,333,83
220,254,13197,Banjir,5,10,0.27,1243.1,289.0,255.1,1320,938,262,237,257,259,295,295,295,236,147
116,128,7329,Banjir,1,7,0.96,463.8,82.2,95.3,382,325,87,96,88,88,108,108,108,86,54
313,376,6270,Gempa Bumi,3,3,0.77,552.1,117.2,107.9,496,463,121,120,107,98,376,376,376,301,75
49,53,4851,Banjir,4,3,0.63,77.8,16.1,16.2,84,68,17,17,16,16,57,57,57,46,29
173,184,14721,Banjir,1,1,0.66,97.8,18.5,18.9,90,75,18,19,20,19,155,155,155,124,77
82,95,565,Angin Kencang,2,5,0.21,231.8,49.7,47.6,244,200,51,49,45,48,87,87,87,70,44
322,353,4722,Banjir,5,3,0.6,477.2,97.5,104.2,488,411,105,97,96,108,409,409,409,328,205
333,344,3814,Banjir,2,10,0.32,1729.7,321.2,344.9,1724,1382,316,364,334,344,316,316,316,253,158
45,46,8455,Banjir,2,7,0.52,157.5,34.4,34.5,158,130,30,32,34,32,42,42,42,34,21
335,401,14528,Gempa Bumi,5,5,0.82,997.6,203.8,200.3,946,781,187,214,190,193,465,465,465,372,93
20,23,13596,Angin Kencang,2,10,0.29,113.7,22.8,21.9,116,84,24,24,22,23,21,21,21,17,11
448,494,14171,Banjir,3,14,1.0,3386.7,616.3,698.9,3835,2834,698,676,685,661,494,494,494,395,247
221,271,9673,Banjir,3,5,0.8,640.9,141.7,139.7,642,523,125,141,134,137,271,271,271,217,136
123,136,709,Banjir,3,5,0.79,346.0,70.3,65.7,373,275,65,70,68,72,136,136,136,109,68
234,276,12231,Tsunami,3,3,0.89,402.5,80.7,80.9,423,351,86,84,81,83,276,276,276,221,55
221,271,5871,Tanah Longsor,1,10,0.39,1253.8,240.7,266.4,1347,1131,255,245,286,281,228,228,228,182,46
323,391,14593,Tanah Longsor,5,5,0.92,986.8,200.1,185.1,949,773,180,197,196,208,454,454,454,363,91
339,382,13339,Tanah Longsor,5,5,0.6,953.8,177.6,192.2,943,718,185,183,197,200,443,443,443,354,89
3,4,6429,Banjir,3,3,0.52,5.9,1.1,1.1,6,5,1,1,1,1,4,4,4,3,2
182,201,14804,Banjir,2,3,0.52,298.3,63.1,61.4,317,248,59,53,63,58,185,185,185,148,92
206,239,2759,Banjir,5,7,0.59,849.6,172.2,162.6,870,662,161,167,154,168,277,277,277,222,139
320,341,14658,Gempa Bumi,4,1,0.65,169.0,36.1,35.2,165,131,33,33,33,37,368,368,368,295,74
40,44,11931,Banjir,4,10,0.42,211.8,44.0,44.8,204,183,45,44,47,43,48,48,48,38,24
59,62,9523,Banjir,4,1,0.56,31.7,6.3,6.2,29,25,6,6,6,6,67,67,67,54,33
439,443,8126,Banjir,1,1,0.29,204.4,46.9,42.3,225,170,43,46,43,45,372,372,372,298,186
62,71,9638,Tanah Longsor,2,7,0.52,258.0,48.6,49.3,253,215,49,50,49,50,65,65,65,52,13
132,161,9310,Banjir,1,1,0.39,82.0,15.3,16.3,77,65,15,17,16,17,135,135,135,108,68
60,60,1633,Gempa Bumi,4,1,0.36,30.8,5.7,6.1,34,24,6,6,6,6,65,65,65,52,13
372,390,1959,Gempa Bumi,5,3,0.24,631.4,115.0,119.5,617,507,120,118,123,115,452,452,452,362,90
331,369,3516,Gempa Bumi,4,3,1.0,561.4,106.9,113.3,548,479,112,110,105,103,399,399,399,319,80
122,142,4517,Banjir,1,3,0.92,209.2,43.6,40.5,226,167,45,44,44,44,119,119,119,95,60
479,500,8720,Tanah Longsor,4,5,0.29,1393.2,240.5,256.3,1217,977,260,224,243,246,540,540,540,432,108
107,109,13934,Banjir,3,3,0.48,172.1,33.2,32.2,149,127,34,33,32,33,109,109,109,87,54
96,108,4977,Gempa Bumi,3,7,0.84,395.0,72.8,79.2,382,306,74,82,76,76,108,108,108,86,22
347,418,8636,Angin Kencang,1,7,0.52,1460.0,288.6,284.8,1584,1098,273,294,290,302,351,351,351,281,176
414,418,6887,Banjir,4,5,0.49,1085.0,225.8,209.0,1091,785,199,203,215,202,451,451,451,361,226
235,256,12403,Gempa Bumi,3,5,0.52,611.5,129.4,128.7,606,489,128,135,130,122,256,256,256,205,51
386,450,10223,Angin Kencang,4,3,0.78,692.8,147.3,133.6,666,521,129,143,130,147,486,486,486,389,243
62,64,4294,Tanah Longsor,3,3,0.83,97.1,18.9,20.0,104,76,19,18,20,19,64,64,64,51,13
256,271,12563,Gempa Bumi,5,7,0.6,946.4,189.2,195.4,942,786,197,186,194,198,314,314,314,251,63
49,56,7747,Banjir,5,5,0.78,138.8,29.8,29.3,146,109,26,27,28,28,65,65,65,52,32
393,487,7059,Banjir,1,5,0.65,1240.8,250.4,240.8,1224,974,255,271,245,236,409,409,409,327,205
348,373,1568,Gempa Bumi,2,3,0.81,575.7,114.5,106.1,527,449,114,123,113,112,343,343,343,275,69
159,178,8693,Banjir,3,1,0.29,91.1,16.9,17.6,92,65,18,18,19,18,178,178,178,142,89
124,136,8929,Banjir,3,3,0.88,213.1,41.1,40.4,224,167,44,39,40,41,136,136,136,109,68
482,590,2804,Tsunami,1,7,0.78,2200.4,421.2,417.7,2036,1583,438,437,413,433,496,496,496,396,99
317,323,4053,Gempa Bumi,3,5,0.76,806.1,159.4,166.0,869,667,170,187,156,163,323,323,323,258,65
207,236,9621,Banjir,5,5,0.9,607.0,104.8,121.3,646,492,115,118,122,114,274,274,274,219,137
48,58,594,Gempa Bumi,1,7,0.99,194.5,43.9,41.2,195,166,41,38,38,42,49,49,49,39,10
409,510,12157,Gempa Bumi,2,1,0.77,254.5,50.8,49.4,248,199,51,53,50,49,469,469,469,375,94
420,493,3279,Banjir,1,10,0.86,2424.4,512.1,501.9,2307,1758,459,509,485,449,414,414,414,331,207
136,149,9070,Banjir,2,3,0.49,214.6,45.3,44.4,208,183,44,43,43,44,137,137,137,110,69
201,222,6358,Banjir,5,3,0.62,307.6,64.4,69.2,321,264,72,62,67,58,258,258,258,206,129
250,272,8139,Gempa Bumi,1,5,0.23,678.4,127.0,129.2,648,537,135,138,136,133,228,228,228,183,46
314,361,4488,Tsunami,4,7,0.99,1285.7,247.2,247.3,1214,1117,246,262,252,266,390,390,390,312,78
357,423,11114,Tanah Longsor,4,1,0.9,214.3,39.4,41.0,215,164,43,41,43,43,457,457,457,365,91
368,443,12988,Tsunami,5,7,0.59,1596.8,324.7,325.0,1723,1195,302,303,308,334,514,514,514,411,103
429,474,1958,Tsunami,3,10,0.58,2348.8,454.6,484.5,2163,1871,468,483,478,481,474,474,474,379,95
318,375,14650,Banjir,1,1,0.77,191.8,35.5,37.7,184,149,35,34,39,37,315,315,315,252,158
295,363,7433,Gempa Bumi,4,5,0.5,929.3,193.1,181.5,904,717,181,166,182,185,392,392,392,314,78
480,590,2661,Banjir,3,3,0.51,893.5,185.3,187.3,824,668,184,158,182,180,590,590,590,472,295
314,369,1898,Banjir,5,5,0.29,997.2,186.3,187.8,961,765,182,182,180,178,428,428,428,342,214
500,580,12582,Banjir,4,3,0.52,862.9,175.1,179.9,851,670,179,174,174,172,626,626,626,501,313
209,237,7548,Banjir,3,10,0.22,1152.3,225.0,232.4,1335,975,243,235,236,223,237,237,237,190,118
355,371,2970,Gempa Bumi,1,5,0.64,886.8,185.1,175.1,891,728,183,191,186,191,312,312,312,249,62
485,500,10431,Tsunami,3,1,0.36,240.7,49.6,49.9,258,203,50,52,49,51,500,500,500,400,100
211,237,10334,Gempa Bumi,4,5,0.3,609.4,114.2,122.6,563,465,113,119,121,122,256,256,256,205,51
192,200,8336,Tanah Longsor,1,10,0.87,1022.1,235.7,204.2,995,718,201,198,197,189,168,168,168,134,34
44,50,6362,Gempa Bumi,4,3,0.79,76.6,15.5,14.9,79,62,15,14,15,15,54,54,54,43,11
29,34,724,Angin Kencang,1,1,0.41,17.1,3.5,3.2,16,13,3,4,3,4,29,29,29,23,14
59,67,9349,Banjir,2,7,0.74,238.3,46.5,50.1,226,195,42,46,46,49,62,62,62,49,31
71,72,10563,Banjir,4,3,0.59,107.5,19.5,21.1,108,84,21,23,22,22,78,78,78,62,39
92,93,8655,Gempa Bumi,2,14,0.62,622.6,142.2,131.7,706,522,125,117,140,134,86,86,86,68,17
265,273,2624,Gempa Bumi,5,7,0.24,954.4,195.0,196.5,929,733,193,187,184,197,317,317,317,253,63
383,398,4101,Banjir,1,1,0.49,212.0,38.7,37.2,201,152,39,40,40,40,334,334,334,267,167
220,274,5411,Gempa Bumi,4,10,0.86,1438.5,272.2,268.4,1486,1125,265,277,253,267,296,296,296,237,59
390,424,3618,Banjir,5,5,0.59,1104.2,215.6,215.8,1028,844,223,215,204,209,492,492,492,393,246
413,443,6911,Banjir,5,1,0.29,221.0,47.1,45.0,220,177,43,45,47,43,514,514,514,411,257
442,448,12604,Angin Kencang,3,3,0.37,634.1,130.1,136.2,639,567,131,129,136,138,448,448,448,358,224
401,465,5613,Banjir,2,5,0.37,1151.4,238.4,236.8,1252,882,244,221,227,215,428,428,428,342,214
400,465,6705,Banjir,4,1,0.63,234.6,46.2,45.0,241,197,52,49,47,43,502,502,502,402,251
215,224,7184,Tsunami,1,14,0.63,1632.6,312.2,324.7,1630,1090,331,311,310,330,188,188,188,151,38
